Title,Stock,Sentiment,Price Change,Direction
"Tenet (THC) Q2 Earnings Beat on Patient Volumes, '24 EPS View Up",UNH,0.0,-2.5,0
3 Stocks That Could Be Easy Wealth Builders,HD,0.7269,-3.20001220703125,0
"NBA signs broadcasting deal with Disney, Amazon, Comcast",DIS,0.1779,-0.02679443359375,0
Why Roku Stock Plunged 10.1% Today,DIS,0.0,-0.12720489501953125,0
3 Reasons Disney Stock Is Trading at Its Lowest Level Since January,DIS,-0.3818,-0.089996337890625,0
Walt Disney Reaches Tentative Deal With Unionized Disneyland Workers,DIS,0.0516,-0.00469970703125,0
Disney World Wants to Catch Lightning Lane Multi Pass in a Bottle,DIS,0.0,0.3498992919921875,1
PayPal Appoints Enrique Lores as New Independent Board Chair,PYPL,0.0,-0.020000457763671875,0
Proton releases a self-custody bitcoin wallet,PYPL,0.0,-0.0149993896484375,0
Why Roku Stock Plunged 10.1% Today,NFLX,0.0,-1.0799560546875,0
Netflix Second Quarter 2024 Earnings: EPS Beats Expectations,NFLX,0.0,0.77996826171875,1
Intel Corporation (INTC): Are Wall Street Analysts Bullish on This Manufacturing Stock Right Now?,INTC,0.0,0.020000457763671875,1
Why Intel Stock Is Falling Today,INTC,-0.1531,-0.10999870300292969,0
"NBA signs broadcasting deal with Disney, Amazon, Comcast",CMCSA,0.1779,0.010997772216796875,1
NBA Picks Amazon for Long-Term TV Deal,CMCSA,0.1779,0.12980270385742188,1
3 Reasons Disney Stock Is Trading at Its Lowest Level Since January,CMCSA,-0.3818,0.00099945068359375,1
"AT&T Wireless Subscriber Adds, Free Cash Flow Growth Top Estimates",VZ,0.7717,0.0251007080078125,1
Nike Footwear Fabric Supplier Moves to Replace PFAS with Empel’s Green Solution,NKE,0.3182,0.029998779296875,1
Analyst Report: Coca-Cola Co,KO,0.0,0.28499603271484375,1
"Market Update: CCI, KO, MCO, TXN, V",KO,0.0,0.07500457763671875,1
3 Stocks That Could Be Easy Wealth Builders,KO,0.7269,-0.07999420166015625,0
"Pfizer, BioNTech Covid Vaccine Receives Approval in UK",PFE,0.4767,0.029798507690429688,1
Is Pfizer Stock A Buy After Breaking Out On Obesity Treatment Fervor?,PFE,0.0,0.07999992370605469,1
"AT&T Wireless Subscriber Adds, Free Cash Flow Growth Top Estimates",T,0.7717,-0.034999847412109375,0
AT&T's Wireless Profit Engine Churns Through Federal Subsidy's Demise,T,0.4404,0.04019927978515625,1
Why AT&T Stock Is Rising Today,T,0.0,-0.005001068115234375,0
Sector Update: Consumer Stocks Retreat in Afternoon Trading,T,0.2023,0.04500007629394531,1
"Stocks to Watch Wednesday: Tesla, AT&T, Alphabet, Visa",T,0.0,0.09000015258789062,1
"Top Stock Movers Now: Tesla, Alphabet, AT&T, and More",T,0.2023,0.14999961853027344,1
AT&T; (T) Q2 2024 Earnings Call Transcript,T,0.0,0.029998779296875,1
"Chipotle Q2 earnings blow past expectations, boosted by brand loyalty and value proposition",MCD,0.8126,-0.1494903564453125,0
"Domino's focused on winning the value battle, no matter who wins the White House",MCD,0.8126,-0.4949951171875,0
The hot AI trade is entering a danger zone: Morgan Stanley chief investment officer,CRM,-0.5267,0.7449951171875,1
3 Lesser-Known Drawbacks of a Costco Executive Membership,COST,0.0,-0.43701171875,0
Here's How Costco Can Prepare You for the Apocalypse,COST,0.0,-0.04498291015625,0
ROST vs. COST: Which Stock Is the Better Value Option?,COST,0.6486,-1.9000244140625,0
"Nobel Laureate on Musk, new home sales fall short: Wealth!",QCOM,0.5411,-1.2700042724609375,0
What Microsoft has to offer in Qualcomm-powered AI laptop,QCOM,0.0,-0.55999755859375,0
"These Stocks Are Moving the Most Today: Tesla, Alphabet, Nvidia, AT&T, Visa, Enphase, Lamb Weston, AMC, and More",TXN,0.0,0.1999969482421875,1
Analyst Report: Texas Instruments Inc.,TXN,0.0,-0.05499267578125,0
"Market Update: CCI, KO, MCO, TXN, V",TXN,0.0,0.2249908447265625,1
TI to webcast capital management call,TXN,0.0,-0.8849945068359375,0
"Texas Instruments (TXN) Q2 Earnings Beat, Revenues Fall Y/Y",TXN,0.0,0.4749908447265625,1
"Texas Instruments Q2 Results Indicate Bottom Reached for Analog, Morgan Stanley Says",TXN,0.1027,0.5800018310546875,1
Data Center Power Demand Pushes NextEra to Big Quarter,NEE,-0.128,-0.1049957275390625,0
"NextEra Gets Boost From 'Strong Tailwinds,' Sees Solid Earnings Ahead",NEE,0.765,-0.23999786376953125,0
NextEra Energy (NEE) Q2 2024 Earnings Call Transcript,NEE,0.2732,0.0500030517578125,1
NextEra Energy Partners (NEP) Q2 2024 Earnings Call Transcript,NEE,0.2732,0.0500030517578125,1
NextEra Energy Partners (NEP) Q2 Earnings Miss Estimates,NEE,0.128,0.25,1
"IBM Stock Rises On Earnings Beat, AI Growth",IBM,0.3818,-0.2249908447265625,0
"IBM beats Q2 earnings estimates, lifted higher by AI",IBM,0.0,-0.2249908447265625,0
IBM: Q2 Earnings Snapshot,IBM,0.0,0.290008544921875,1
"IBM beats quarterly revenue estimates on software strength, AI demand",IBM,0.4019,0.290008544921875,1
"IBM Reports Boost in AI Bookings, Better-Than-Expected Revenue",IBM,0.4019,0.290008544921875,1
IBM RELEASES SECOND-QUARTER RESULTS,IBM,0.0,0.290008544921875,1
"These Stocks Are Moving the Most Today: Tesla, Alphabet, Nvidia, AT&T, Visa, Enphase, Lamb Weston, AMC, and More",IBM,0.0,0.010009765625,1
IBM Q2 results tops estimates amid signs of AI momentum; lifts cashflow guidance,IBM,0.5106,-0.1295928955078125,0
"AI Fever Cools, Sending Nasdaq 100 Into $1 Trillion Tailspin",AVGO,0.0,-0.0749969482421875,0
"Why Artificial Intelligence (AI) Chip Stocks Broadcom, Taiwan Semiconductor Manufacturing, and Arm Holdings Plunged Today",AVGO,0.4767,-0.0749969482421875,0
